ID,Sticker,Latitud,Longitud,Nombre_comun
645,015820,2.9471,-75.2971,Naranjo dulce
646,015820,2.9471,-75.2971,Naranjo dulce
647,023838,2.9471,-75.2971,Mango
648,015815,2.9473,-75.2971,Mango
649,015812,2.9473,-75.2971,Mango
650,015811,2.9473,-75.297,Caucho
651,015842,2.9473,-75.297,Palma
652,015814,2.9473,-75.2971,Maíz tostao
653,015852,2.9473,-75.2971,Maíz tostao
654,015814,2.9473,-75.2971,Maíz tostao
655,015852,2.9473,-75.2971,Maíz tostao
656,015814,2.9473,-75.2971,Maíz tostao
657,015852,2.9473,-75.2971,Maíz tostao
658,015814,2.9473,-75.2971,Maíz tostao
659,015852,2.9473,-75.2971,Maíz tostao
660,015814,2.9473,-75.2971,Maíz tostao
661,015852,2.9473,-75.2971,Maíz tostao
662,015814,2.9473,-75.2971,Maíz tostao
663,015852,2.9473,-75.2971,Maíz tostao
664,015810,2.9474,-75.297,Oití
665,015810,2.9474,-75.297,Oití
666,015817,2.9474,-75.297,Naranjo dulce
667,015817,2.9474,-75.297,Naranjo dulce
668,015817,2.9474,-75.297,Naranjo dulce
669,015817,2.9474,-75.297,Naranjo dulce
670,020745,2.9468,-75.2963,Mango
671,020745,2.9469,-75.2963,Almendro
672,036987,2.9472,-75.2962,Ocobo
673,024057,2.9474,-75.2967,Neem
674,024057,2.9474,-75.2967,Neem
675,024057,2.9474,-75.2967,Neem
676,3116-35,2.9474,-75.2966,Oití
677,3116-35,2.9474,-75.2966,Oití
678,SC,2.9474,-75.2967,Oití
679,SC,2.9474,-75.2968,Oití
680,SC,2.9474,-75.2968,Oití
681,024057,2.9475,-75.2971,Neem
682,024057,2.9475,-75.2971,Oití
683,024057,2.9475,-75.2971,Oití
684,3113-35,2.9475,-75.2973,Almendro
685,SC,2.9475,-75.2973,Oití
686,SC,2.9475,-75.2973,Oití
687,SC,2.9475,-75.2973,Oití
688,3112-35,2.9475,-75.2975,Higuito
689,3112-35,2.9475,-75.2975,Higuito
690,024053,2.9474,-75.2976,Pomarrosa
691,024053,2.9474,-75.2977,Pomarrosa
692,023846,2.9474,-75.2978,Oití
693,023846,2.9474,-75.2978,Oití
694,019230,2.9476,-75.2975,Guayacan trebol
695,019230,2.9476,-75.2975,Guayacan trebol
696,019230,2.9477,-75.2975,Oití
697,019230,2.9477,-75.2975,Oití
698,019230,2.9477,-75.2975,Oití
699,019137,2.9481,-75.2976,Mirto
700,019137,2.9481,-75.2976,Mirto
701,019137,2.9481,-75.2976,Mirto
702,019137,2.9481,-75.2976,Mirto
703,019221,2.9484,-75.2973,Oití
704,019221,2.9484,-75.2973,Oití
705,019221,2.9484,-75.2973,Oití
706,019221,2.9484,-75.2973,Pomarrosa
707,019250,2.9484,-75.297,Oití
708,018211,2.9485,-75.297,Ceiba
709,018219,2.9486,-75.297,Caucho
710,018219,2.9486,-75.297,Caucho
711,016655,2.9486,-75.297,Caucho
712,018205,2.9485,-75.2969,Guayacan trebol
713,018204,2.9487,-75.297,Maíz tostao
714,018210,2.9487,-75.297,Maíz tostao
715,018210,2.9487,-75.297,Maíz tostao
716,016699,2.9487,-75.2969,Sauco amarillo
717,016686,2.9487,-75.2969,Sauco amarillo
718,016686,2.9487,-75.2969,Sauco amarillo
719,018221,2.9487,-75.297,Guayacan trebol
720,018221,2.9487,-75.297,Guayacan trebol
721,018217,2.9488,-75.297,Guayacan trebol
722,018217,2.9488,-75.297,Guayacan trebol
723,018217,2.9488,-75.297,Guayacan trebol
724,018217,2.9488,-75.297,Guayacan trebol
725,018230,2.9487,-75.2969,Guayacan trebol
726,018231,2.9488,-75.2968,Oití
727,018231,2.9488,-75.2968,Oití
728,018230,2.9487,-75.2968,Oití
729,019261,2.9483,-75.2967,Oití
730,019261,2.9483,-75.2967,Carbonero
731,019261,2.9483,-75.2967,Carbonero
732,019261,2.9483,-75.2967,Carbonero
733,SC,2.9482,-75.2964,Guayacan trebol
734,017338,2.9479,-75.2964,Oití
735,SC,2.9478,-75.2965,Tamarindo
736,017335,2.9476,-75.2965,Oití
737,031489,2.9476,-75.2966,Oití
738,31489-40,2.9475,-75.2966,Oití
739,018207,2.9474,-75.2966,Guayacan trebol
740,020738,2.9475,-75.2961,Almendro
741,020527,2.9483,-75.2959,Pomarrosa
742,017357,2.9485,-75.2963,Mango
743,019229,2.9487,-75.2964,Mango
744,019229,2.9487,-75.2964,Mango
745,019208,2.9488,-75.2966,Oití
746,019208,2.9488,-75.2967,Guayacan trebol
747,019207,2.9488,-75.2974,Ciruelo
748,019222,2.9488,-75.2978,Oití
749,019232,2.9489,-75.2976,Oití
750,019232,2.9489,-75.2976,Oití
751,019232,2.949,-75.2976,Oití
752,019232,2.949,-75.2976,Oití
753,019232,2.949,-75.2976,Oití
754,019270,2.9493,-75.2977,Pomarrosa
755,019213,2.9493,-75.2974,Oití
756,019213,2.9493,-75.2974,Oití
757,019213,2.9493,-75.2974,Maíz tostao
758,019213,2.9493,-75.2974,Maíz tostao
759,019224,2.9493,-75.2972,Oití
760,019224,2.9493,-75.2972,Oití
761,019224,2.9493,-75.2972,Oití
762,019224,2.9493,-75.2972,Oití
763,019224,2.9493,-75.2972,Oití
764,019224,2.9493,-75.2972,Oití
765,019205,2.9493,-75.2969,Mango
766,019205,2.9493,-75.2969,Mango
767,019214,2.9493,-75.2966,Oití
768,019214,2.9493,-75.2966,Oití
769,019214,2.9493,-75.2966,Oití
770,019214,2.9493,-75.2966,Oití
771,019249,2.9492,-75.2964,Palmera de sagu
772,018215,2.949,-75.2968,Mango
773,018215,2.949,-75.2968,Marañon
774,018214,2.949,-75.2968,Tamarindo
775,018209,2.9491,-75.297,Mango
776,018203,2.9491,-75.2969,Leucaena
777,018202,2.9492,-75.297,Guayacan trebol
778,018106,2.9492,-75.297,Maíz tostao
779,018223,2.9492,-75.297,Oití
780,018206,2.9492,-75.297,Guayacan trebol
781,018227,2.9492,-75.2968,Neem
782,018235,2.9492,-75.2968,Neem
783,020519,2.9486,-75.2958,Oití
784,030903,2.9489,-75.2957,Mango
785,030902,2.9491,-75.2957,Oití
786,030910,2.9491,-75.2957,Oití
787,030910,2.9491,-75.2957,Oití
788,030902,2.9492,-75.2957,Almendro
789,030905,2.9494,-75.2956,Mango
790,030905,2.9494,-75.2956,Mango
791,030905,2.9494,-75.2956,Mango
792,030905,2.9494,-75.2956,Mango
793,030905,2.9494,-75.2956,Mango
794,030905,2.9494,-75.2956,Palma botella
795,030911,2.9496,-75.2956,Oití
796,030911,2.9497,-75.2956,Neem
797,016545,2.9497,-75.296,Oití
798,016545,2.9497,-75.296,Oití
799,016549,2.9494,-75.296,Pomarrosa
800,019209,2.9497,-75.2965,Palo de cruz
801,019209,2.9497,-75.2965,Palo de cruz
802,019209,2.9497,-75.2965,Palo de cruz
803,019209,2.9497,-75.2965,Palo de cruz
804,019209,2.9497,-75.2965,Palo de cruz
805,019209,2.9497,-75.2965,Palo de cruz
806,019132,2.9497,-75.2973,Pomarrosa
807,019132,2.9497,-75.2975,Oití
808,019132,2.9497,-75.2975,Oití
809,019132,2.9497,-75.2975,Oití
810,019132,2.9497,-75.2975,Oití
811,3342-35,2.9498,-75.2977,Pomarrosa
812,019184,2.9496,-75.2976,Oití
813,019184,2.9496,-75.2976,Oití
814,018201,2.9494,-75.2968,Ceibo de agua
815,018242,2.9494,-75.2968,Almendro
816,018208,2.9494,-75.2969,Mango
817,018222,2.9494,-75.2969,Mango
818,018216,2.9495,-75.2968,Acacia
819,016671,2.9496,-75.2968,Acacia roja
820,018218,2.9497,-75.2969,Carbonero
821,018228,2.9497,-75.2969,Aceituno
822,018220,2.9496,-75.2967,Oití
823,018213,2.9496,-75.2968,Muerto en pie
824,018213,2.9496,-75.2967,Aceituno
825,018220,2.9496,-75.2967,Aceituno
826,018246,2.9498,-75.2969,Neem
827,018225,2.9499,-75.2968,Oití
828,018240,2.9499,-75.2967,Mango
829,018245,2.9499,-75.2967,Anon
830,018212,2.9501,-75.2968,Oití
831,018224,2.9501,-75.2967,Mango
832,018238,2.9502,-75.2967,Aceituno
833,018237,2.9502,-75.2967,Aceituno
834,016548,2.9492,-75.2961,Oití
835,016548,2.9492,-75.2961,Oití
836,019182,2.95,-75.2958,Guanabana
837,019197,2.9501,-75.2961,Oití
838,019199,2.9502,-75.297,Oití
839,019199,2.9502,-75.297,Oití
840,019199,2.9502,-75.297,Oití
841,019121,2.95,-75.2977,Oití
842,024069,2.9502,-75.298,Guayacan trebol
843,018232,2.9501,-75.2968,Oití
844,018236,2.9501,-75.2968,Oití
845,018229,2.9504,-75.2968,Guayabo
846,018244,2.9505,-75.2967,Ocobo
847,018241,2.9505,-75.2967,Ocobo
848,018244,2.9505,-75.2968,Ocobo
849,018244,2.9505,-75.2968,Ocobo
850,018244,2.9505,-75.2967,Noni
851,018244,2.9505,-75.2967,Noni
852,018239,2.9505,-75.2968,Ocobo
853,018226,2.9504,-75.2967,Pomarrosa
854,018247,2.9505,-75.2967,Mango
855,018243,2.9506,-75.2967,Oití
856,018247,2.9506,-75.2967,Palma areca
857,018243,2.9506,-75.2967,Palma areca
858,018247,2.9506,-75.2967,Palma areca
859,018243,2.9506,-75.2967,Palma areca
860,018247,2.9506,-75.2967,Palma areca
861,018243,2.9506,-75.2967,Palma areca
862,018243,2.9506,-75.2967,Palma areca
863,054385,2.9502,-75.2954,Pomarrosa
864,019588,2.9505,-75.2953,Mango
865,019588,2.9506,-75.2953,Millonaria
866,019588,2.9506,-75.2953,Millonaria
867,019590,2.9509,-75.2952,Oití
868,019432,2.9511,-75.2952,Palmera triangular
869,011161,2.9512,-75.2953,Carbonero
870,011111,2.9512,-75.2956,Ceiba amarilla
871,011182,2.951,-75.2956,Oití
872,012053,2.951,-75.2956,Oití
873,011182,2.9509,-75.2956,Oití
874,011182,2.9509,-75.2956,Oití
875,011141,2.9504,-75.2958,Oití
876,011141,2.9504,-75.2958,Oití
877,011141,2.9504,-75.2958,Oití
878,011141,2.9504,-75.2958,Oití
879,011141,2.9504,-75.2958,Oití
880,011141,2.9504,-75.2958,Oití
881,011141,2.9504,-75.2958,Mango
882,017388,2.9502,-75.2958,Mango
883,017388,2.9501,-75.2958,Mango
884,019721,2.9504,-75.2959,Anon
885,019721,2.9504,-75.2959,Anon
886,019717,2.9505,-75.2961,Oití
887,019717,2.9505,-75.2961,Oití
888,019717,2.9505,-75.2961,Oití
889,019722,2.9506,-75.2964,Oití
890,019722,2.9506,-75.2964,Oití
891,023312,2.9506,-75.297,Oití
892,023385,2.9507,-75.2976,Guacimo
893,023385,2.9507,-75.2976,Guacimo
894,023385,2.9507,-75.2976,Guacimo
895,023385,2.9507,-75.2976,Guayacan trebol
896,019720,2.9507,-75.2965,Oití
897,019720,2.9507,-75.2965,Oití
898,019716,2.9507,-75.2966,Paraiso
899,019716,2.9507,-75.2966,Paraiso
900,019716,2.9507,-75.2966,Paraiso
901,019716,2.9507,-75.2966,Paraiso
902,019716,2.9507,-75.2966,Paraiso
903,019716,2.9507,-75.2966,Paraiso
904,019716,2.9508,-75.2965,Palo de cruz
905,019716,2.9508,-75.2965,Palo de cruz
906,1816-40,2.9508,-75.2965,Palo de cruz
907,1815-40,2.9513,-75.2965,Caucho
908,019926,2.9512,-75.2965,Aceituno
909,020393,2.9513,-75.2965,Palma real
910,A014228&C2-0229,2.9513,-75.2964,Caucho
911,011167,2.9506,-75.2961,Mamoncillo
912,011178,2.9506,-75.296,Mamoncillo
913,011764,2.9506,-75.2959,Mango
914,011764,2.9505,-75.2958,Mango
915,011764,2.9505,-75.2959,Mango
916,011593,2.9514,-75.2959,Mamoncillo
917,011593,2.9514,-75.2958,Neem
918,012385,2.9514,-75.2958,Mamoncillo
919,012385,2.9514,-75.2958,Mamoncillo
920,012385,2.9514,-75.2958,Mamoncillo
921,012385,2.9514,-75.2958,Mamoncillo
922,012385,2.9514,-75.2957,Samán
923,012383,2.9514,-75.2956,Caucho sp.
924,012383,2.9514,-75.2956,Payandé
925,012385,2.9514,-75.2956,Payandé
926,012385,2.9514,-75.2956,Payandé
927,011596,2.9513,-75.2955,Mango
928,011596,2.9513,-75.2955,Mango
929,011596,2.9513,-75.2954,Oití
930,011596,2.9513,-75.2954,Oití
931,012382,2.9514,-75.2955,Acacia
932,012382,2.9514,-75.2954,Ocobo
933,011591,2.9514,-75.2954,Neem
934,012390,2.9513,-75.2954,Oití
935,012390,2.9513,-75.2954,Oití
936,012390,2.9513,-75.2954,Oití
937,012390,2.9513,-75.2954,Oití
938,012390,2.9513,-75.2954,Carbonero
939,012390,2.9513,-75.2954,Carbonero
940,012390,2.9513,-75.2954,Carbonero
941,012390,2.9513,-75.2954,Carbonero
942,011599,2.9513,-75.2952,Oití
943,011598,2.9513,-75.2952,Mango
944,011598,2.9513,-75.2952,Mango
945,011598,2.9513,-75.2952,Mango
946,011598,2.9513,-75.2952,Mango
947,011598,2.9513,-75.2952,Mango
948,011598,2.9513,-75.2952,Mango
949,011598,2.9514,-75.2952,Neem
950,011598,2.9514,-75.2952,Neem
951,011598,2.9514,-75.2952,Neem
952,011598,2.9514,-75.2952,Neem
953,011598,2.9514,-75.2952,Neem
954,012381,2.9515,-75.2952,Oití
955,012381,2.9515,-75.2952,Oití
956,012381,2.9515,-75.2952,Oití
957,012381,2.9515,-75.2951,Oití
958,012381,2.9515,-75.2951,Oití
959,012388,2.9515,-75.2953,Leucaena
960,012388,2.9515,-75.2953,Leucaena
961,011595,2.9516,-75.2954,Neem
962,016697,2.9516,-75.2954,Guacimo
963,016697,2.9516,-75.2954,Guacimo
964,016697,2.9516,-75.2954,Guacimo
965,012387,2.9516,-75.2957,Mamoncillo
966,012387,2.9516,-75.2957,Mamoncillo
967,012389,2.9515,-75.2957,Payandé
968,012389,2.9515,-75.2957,Payandé
969,011594,2.9517,-75.2958,Neem
970,011593,2.9517,-75.2959,Guacimo
971,016698,2.9516,-75.29958,Guacimo
972,016698,2.9516,-75.2959,Ceiba
973,016698,2.9516,-75.2959,Payandé
974,011600,2.9515,-75.296,Higueron
975,011600,2.9515,-75.296,Higueron
976,011592,2.9515,-75.2962,Mamoncillo
977,011592,2.9515,-75.2962,Mamoncillo
978,011597,2.9516,-75.2962,Guacimo
979,011597,2.9516,-75.2962,Mango
980,012386,2.9517,-75.296,Payandé
981,012386,2.9517,-75.296,Payandé
982,012386,2.9517,-75.296,Payandé
983,064505,2.9517,-75.2962,Mango
984,064505,2.9517,-75.2962,Mango
985,064505,2.9517,-75.2962,Mango
986,019932,2.9515,-75.2963,Oití
987,019932,2.9515,-75.2962,Guacimo
988,010247,2.9519,-75.297,Ocobo
989,010247,2.9519,-75.297,Ocobo
990,039898,2.9519,-75.2969,Lapacho amarillo
991,039898,2.9519,-75.2969,Lapacho amarillo
992,039898,2.9519,-75.2969,Lapacho amarillo
993,039881,2.9518,-75.297,Neem
994,039881,2.9518,-75.297,Neem
995,010259,2.9518,-75.2971,Lapacho amarillo
996,010253,2.9518,-75.2971,Ocobo
997,010259,2.9518,-75.2971,Acacia roja
998,010259,2.9518,-75.2971,Acacia roja
999,010259,2.9518,-75.2971,Acacia roja
1000,010253,2.9518,-75.2971,Oití
1001,010253,2.9518,-75.2971,Oití
1002,010253,2.9518,-75.2971,Oití
1003,010255,2.9518,-75.2972,Ocobo
1004,010239,2.9519,-75.2972,Lapacho amarillo
1005,010245,2.9518,-75.2971,Almendro
1006,010242,2.9518,-75.2972,Oití
1007,010252,2.9518,-75.2972,Oití
1008,006868,2.9517,-75.2972,Mango
1009,010261,2.9517,-75.2974,Samán
1010,010249,2.9517,-75.2974,Samán
1011,010249,2.9517,-75.2974,Samán
1012,010256,2.9519,-75.2971,Neem
1013,010256,2.9519,-75.2971,Neem
1014,010256,2.9519,-75.2971,Neem
1015,010245,2.9519,-75.2972,Oití
1016,010245,2.9519,-75.2972,Oití
1017,010245,2.9519,-75.2972,Oití
1018,010245,2.9519,-75.2972,Tamarindo
1019,010245,2.9519,-75.2972,Tamarindo
1020,010245,2.9519,-75.2972,Tamarindo
1021,010265,2.952,-75.2974,Neem
1022,015816,2.952,-75.2976,Lapacho amarillo
1023,015816,2.952,-75.2977,Guacimo
1024,015816,2.952,-75.2977,Guacimo
1025,010244,2.9521,-75.2978,Lapacho amarillo
1026,015816,2.952,-75.2978,Lapacho amarillo
1027,019262,2.952,-75.2977,Lapacho amarillo
1028,010262,2.952,-75.2977,Lapacho amarillo
1029,006860,2.952,-75.2976,Lapacho amarillo
1030,006854,2.9519,-75.2975,Neem
1031,010254,2.9519,-75.2975,Neem
1032,010257,2.9519,-75.2974,Lapacho amarillo
1033,006850,2.9518,-75.2974,Neem
1034,010238,2.9518,-75.2974,Oití
1035,010238,2.9518,-75.2974,Oití
1036,006648,2.9516,-75.2975,Aceituno
1037,010229,2.9516,-75.2975,Aceituno
1038,010237,2.9516,-75.2975,Aceituno
1039,010163,2.9516,-75.2974,Neem
1040,010230,2.9516,-75.2974,Carbonero
1041,006853,2.9516,-75.2974,Carbonero
1042,006853,2.9516,-75.2974,Carbonero
1043,051707,2.9515,-75.2974,Ocobo
1044,051707,2.9515,-75.2974,Ocobo
1045,039880,2.9515,-75.2975,Mamoncillo
1046,039897,2.9514,-75.2975,Mamoncillo
1047,039897,2.9514,-75.2975,Mamoncillo
1048,039897,2.9514,-75.2975,Mamoncillo
1049,039897,2.9514,-75.2975,Mamoncillo
1050,039897,2.9515,-75.2975,Mamoncillo
1051,006865,2.9515,-75.2976,Ocobo
1052,006870,2.9516,-75.2976,Samán
1053,010248,2.9517,-75.2976,Mango
1054,010260,2.9517,-75.2976,Lapacho amarillo
1055,010260,2.9517,-75.2977,Carbonero
1056,010235,2.9517,-75.2977,Carbonero
1057,010225,2.9517,-75.2976,Oití
1058,010246,2.9517,-75.2976,Oití
1059,010246,2.9517,-75.2976,Oití
1060,010250,2.9517,-75.2978,Acacia roja
1061,006858,2.9516,-75.2979,Mango
1062,006858,2.9516,-75.2979,Mango
1063,010232,2.9517,-75.2979,Oití
1064,010232,2.9517,-75.2979,Oití
1065,010232,2.9517,-75.2979,Igua
1066,010232,2.9517,-75.2979,Igua
1067,010232,2.9517,-75.2979,Igua
1068,006869,2.9517,-75.2979,Igua
1069,010267,2.9517,-75.2979,Mamoncillo
1070,010224,2.9518,-75.2979,Mango
1071,010243,2.9518,-75.2979,Lapacho amarillo
1072,016564,2.9519,-75.2978,Tamarindo
1073,015816,2.9521,-75.2979,Neem
1074,015816,2.9521,-75.2975,Lapacho amarillo
1075,010234,2.9518,-75.2975,Payandé
1076,010233,2.9518,-75.2975,Payandé
1077,010233,2.9518,-75.2975,Payandé
1078,010236,2.9518,-75.2977,Payandé
1079,010241,2.9519,-75.2976,Lapacho amarillo
1080,010227,2.9519,-75.2971,Payandé
1081,019939,2.9532,-75.2971,Oití
1082,019939,2.9532,-75.2968,Oití
1083,020395,2.9532,-75.2968,Ajunado
1084,020395,2.9532,-75.2967,Neem
1085,020395,2.9532,-75.2967,Ajunado
1086,019160,2.9531,-75.2967,Acacia roja
1087,019160,2.9531,-75.2967,Acacia roja
1088,019160,2.9531,-75.2966,Acacia roja
1089,019160,2.9531,-75.2966,Payandé
1090,019160,2.9531,-75.2966,Payandé
1091,019160,2.9531,-75.2966,Payandé
1092,019160,2.9531,-75.2966,Payandé
1093,019160,2.9531,-75.2966,Payandé
1094,019160,2.9531,-75.2966,Payandé
1095,019160,2.9531,-75.2966,Payandé
1096,019160,2.9531,-75.2966,Payandé
1097,019160,2.9531,-75.2966,Payandé
1098,019724,2.953,-75.2959,Pomarrosa
1099,019723,2.9529,-75.2956,Ocobo
1100,019723,2.9529,-75.2955,Oití
1101,019941,2.9527,-75.2951,Guacimo
1102,019575,2.9532,-75.2946,Limon
1103,011766,2.9536,-75.2946,Ocobo
1104,011749,2.9535,-75.295,Pomarrosa
1105,011110,2.9533,-75.295,Maíz tostao
1106,011110,2.9533,-75.295,Maíz tostao
1107,011110,2.9532,-75.2951,Pomarrosa
1108,011567,2.9529,-75.2951,Mango
1109,011767,2.9532,-75.2954,Guayacan trebol
1110,011767,2.9533,-75.2954,Pomarrosa
1111,011190,2.9534,-75.2956,Oití
1112,011190,2.9534,-75.2956,Oití
1113,011753,2.9534,-75.2959,Oití
1114,011760,2.9534,-75.2962,Anon
1115,011760,2.9534,-75.2962,Anon
1116,011760,2.9534,-75.2962,Anon
1117,019748,2.9536,-75.2962,limoncillo
1118,016653,2.9536,-75.2962,limoncillo
1119,011590,2.9536,-75.2963,limoncillo
1120,012501,2.9537,-75.2963,limoncillo
1121,012501,2.9537,-75.2963,limoncillo
1122,012502,2.9537,-75.2963,Guayacan trebol
1123,012502,2.9537,-75.2963,Guayacan trebol
1124,012502,2.9537,-75.2963,Guayacan trebol
1125,016699,2.9537,-75.2962,limoncillo
1126,011188,2.9539,-75.296,Mango
1127,011171,2.9539,-75.2958,Oití
1128,011174,2.9539,-75.2958,Oití
1129,011746,2.9537,-75.2952,Almendro
1130,012376,2.9539,-75.2964,Acacia roja
1131,012505,2.9539,-75.2963,Gualanday
1132,012373,2.9539,-75.2963,Gualanday
1133,012373,2.954,-75.2963,Mango
1134,011126,2.9541,-75.2966,Oití
1135,011587,2.9541,-75.2966,Oití
1136,012505,2.9541,-75.2966,Oití
1137,012505,2.9541,-75.2966,Oití
1138,011169,2.9541,-75.2968,Palo de cruz
1139,011169,2.9541,-75.2968,Palo de cruz
1140,011169,2.9541,-75.2968,Palo de cruz
1141,011169,2.9541,-75.2968,Palo de cruz
1142,011169,2.9541,-75.2968,Palo de cruz
1143,011169,2.9541,-75.2968,Palo de cruz
1144,011169,2.9541,-75.2968,Palo de cruz
1145,011169,2.9541,-75.2968,Palo de cruz
1146,011169,2.9541,-75.2968,Palo de cruz
1147,011169,2.9541,-75.2968,Palo de cruz
1148,011101,2.9539,-75.2972,Oití
1149,011101,2.9539,-75.2972,Oití
1150,011101,2.9539,-75.2972,Oití
1151,011102,2.9537,-75.2972,Oití
1152,011102,2.9537,-75.2972,Oití
1153,011186,2.9537,-75.2972,Almendro
1154,011145,2.9536,-75.2966,Algarrobo
1155,011152,2.9535,-75.2965,Caucho
1156,011152,2.9535,-75.2965,Caucho
1157,011149,2.9533,-75.2966,Carbonero
1158,011149,2.9533,-75.2966,Carbonero
1159,011149,2.9533,-75.2966,Carbonero
1160,011149,2.9533,-75.2966,Carbonero
1161,011149,2.9533,-75.2966,Carbonero
1162,003261,2.9545,-75.2967,Guayacan de bola
1163,011155,2.9542,-75.2964,Mirto
1164,011155,2.9542,-75.2964,Mirto
1165,011155,2.9542,-75.2964,Mirto
1166,011155,2.9542,-75.2964,Oití
1167,003458,2.9542,-75.2962,Acacia
1168,003458,2.9542,-75.2962,limoncillo
1169,003422,2.9541,-75.296,Guacimo
1170,003422,2.9541,-75.296,Guacimo
1171,003422,2.9541,-75.296,Guacimo
1172,003422,2.9542,-75.296,limoncillo
1173,003279,2.9543,-75.296,Dinde
1174,018744,2.9543,-75.296,limoncillo
1175,003281,2.9544,-75.296,limoncillo
1176,003280,2.9544,-75.296,limoncillo
1177,003208,2.9543,-75.2961,limoncillo
1178,003207,2.9543,-75.2961,Mango
1179,003248,2.9543,-75.2962,Mango
1180,003457,2.9543,-75.2962,Mango
1181,003458,2.9542,-75.2962,Mango
1182,003458,2.9542,-75.2962,Mango
1183,020394,2.9539,-75.2945,Pomarrosa
1184,019947,2.9541,-75.2944,Almendro
1185,019947,2.9542,-75.2944,Oití
1186,020396,2.9547,-75.2943,Pomarrosa
1187,011757,2.9549,-75.2943,Pomarrosa
1188,011747,2.9547,-75.2947,Oití
1189,011747,2.9547,-75.2947,Oití
1190,011720,2.9544,-75.2948,Oití
1191,011720,2.9543,-75.2948,Pomarrosa
1192,003219,2.9542,-75.2956,Ciruelo
1193,003245,2.9544,-75.2958,Guayacan trebol
1194,003245,2.9543,-75.2958,Coca
1195,003244,2.9552,-75.297,Pomarrosa
1196,003470,2.9555,-75.297,Pomarrosa
1197,019918,2.9548,-75.2966,Lapacho amarillo
1198,019119,2.9552,-75.2965,Neem
1199,012722,2.9554,-75.2966,Pomarrosa
1200,011762,2.955,-75.2946,Oití
1201,011762,2.955,-75.2946,Oití
1202,011762,2.955,-75.2946,Oití
1203,011762,2.955,-75.2946,Oití
1204,019190,2.955,-75.2949,Oití
1205,019190,2.955,-75.2949,Oití
1206,019190,2.955,-75.2949,Oití
1207,019190,2.9551,-75.2949,Oití
1208,019190,2.9551,-75.2949,Oití
1209,019190,2.9551,-75.2949,Oití
1210,019190,2.9551,-75.2949,Oití
1211,003433,2.9548,-75.2951,Gardenia
1212,003433,2.9548,-75.2951,Gardenia
1213,003294,2.9546,-75.2952,Naranjo dulce
1214,003294,2.9546,-75.2952,Noni
1215,003431,2.9554,-75.2964,Oití
1216,003431,2.9554,-75.2964,Oití
1217,003431,2.9554,-75.2964,Oití
1218,003431,2.9554,-75.2964,Oití
1219,003431,2.9554,-75.2964,Oití
1220,052145,2.9553,-75.2961,Naranjo dulce
1221,052145,2.9553,-75.2961,Anon
1222,052145,2.9553,-75.2961,Mirto
1223,019181,2.9552,-75.2955,Lluvia de oro
1224,019181,2.9552,-75.2955,Oití
1225,019181,2.9552,-75.2955,Oití
1226,019141,2.9551,-75.2952,Mirto
1227,019141,2.9551,-75.2952,Mirto
1228,019141,2.9551,-75.2952,Mirto
1229,019141,2.9551,-75.2952,Mirto
1230,019157,2.9554,-75.2941,Carbonero
1231,019157,2.9554,-75.2941,Carbonero
1232,019157,2.9554,-75.2941,Carbonero
1233,019157,2.9554,-75.2941,Carbonero
1234,011956,2.956,-75.2971,Carbonero
1235,011956,2.956,-75.2971,Carbonero
1236,012260,2.9562,-75.2968,Carbonero
1237,012260,2.9562,-75.2968,Carbonero
1238,012783,2.9564,-75.2968,Guayacan de bola
1239,012783,2.9565,-75.2968,Carambola
1240,019909,2.9559,-75.2964,Oití
1241,019909,2.9559,-75.2964,Oití
1242,019909,2.9559,-75.2964,Oití
1243,020375,2.9558,-75.2962,Oití
1244,020375,2.9558,-75.2962,Oití
1245,003227,2.9556,-75.2959,Guayacan trebol
1246,003227,2.9556,-75.2959,Guayacan trebol
1247,012248,2.9564,-75.2968,Carbonero de pluma
1248,012248,2.9564,-75.2968,Carbonero de pluma
1249,012248,2.9564,-75.2968,Carbonero de pluma
1250,012248,2.9564,-75.2967,Oití
1251,012248,2.9564,-75.2967,Oití
1252,003439,2.9563,-75.2966,Limon
1253,003439,2.9563,-75.2966,Limon
1254,003439,2.9563,-75.2966,Limon
1255,011921,2.9563,-75.2963,Palo de cruz
1256,011921,2.9563,-75.2963,Palo de cruz
1257,012265,2.9563,-75.2959,Maruba
1258,012705,2.9562,-75.2959,Guayacan trebol
1259,003434,2.9562,-75.2955,limoncillo
1260,003241,2.9558,-75.2956,Muerto en pie
